timestamp,employee_id,system_accessed,action,bytes_transferred,name,department,role,shift_start_hour,shift_end_hour,risk_tier,hour_of_day,flagged_threat
2024-07-06 14:39:00,EMP-0044,Routing_Portal,Query,78334,Joshua Flores,Ground Operations,Hub Manager,6,18,Standard,14,None
2024-07-06 14:47:00,EMP-0113,Routing_Portal,View,47677,Charles Moore,IT,Helpdesk,9,17,Elevated,14,None
2024-07-06 15:02:00,EMP-0100,Inventory_DB,View,40947,Anne Weaver,Ground Operations,Dispatcher,6,18,Standard,15,None
2024-07-06 15:09:00,EMP-0016,Inventory_DB,View,70602,Chris Cohen,Ground Operations,Hub Manager,6,18,Standard,15,None
2024-07-06 15:17:00,EMP-0001,Inventory_DB,Query,49499,Chloe Sanford,Warehouse,Forklift Operator,8,20,Standard,15,None
2024-07-06 15:25:00,EMP-0090,Inventory_DB,View,66558,Rebecca Acosta,IT,Helpdesk,9,17,Elevated,15,None
2024-07-06 15:34:00,EMP-0144,Inventory_DB,Query,30294,Donald Robinson,Warehouse,Inventory Specialist,8,20,Standard,15,None
2024-07-06 15:42:00,EMP-0011,Financial_Ledger,View,55122,Jay Sullivan,Finance,Financial Analyst,9,17,Elevated,15,None
2024-07-06 15:54:00,EMP-0001,Routing_Portal,View,29268,Chloe Sanford,Warehouse,Forklift Operator,8,20,Standard,15,None
2024-07-06 16:03:00,EMP-0117,Inventory_DB,Query,32942,David Tanner,Warehouse,Forklift Operator,8,20,Standard,16,None
2024-07-06 16:16:00,EMP-0077,Financial_Ledger,View,29333,Christopher Gonzales,Finance,Financial Analyst,9,17,Elevated,16,None
2024-07-06 16:19:00,EMP-0075,Routing_Portal,Query,66212,Andrew Torres,Warehouse,Forklift Operator,8,20,Standard,16,None
2024-07-06 16:29:00,EMP-0100,Inventory_DB,View,60557,Anne Weaver,Ground Operations,Dispatcher,6,18,Standard,16,None
2024-07-06 16:44:00,EMP-0149,Inventory_DB,View,72028,Erik Campbell,Ground Operations,Hub Manager,6,18,Standard,16,None
2024-07-06 16:53:00,EMP-0149,Inventory_DB,View,41683,Erik Campbell,Ground Operations,Hub Manager,6,18,Standard,16,None
2024-07-06 16:58:00,EMP-0011,Financial_Ledger,Query,25243,Jay Sullivan,Finance,Financial Analyst,9,17,Elevated,16,None
2024-07-06 17:03:00,EMP-0075,Inventory_DB,View,43406,Andrew Torres,Warehouse,Forklift Operator,8,20,Standard,17,None
2024-07-06 17:11:00,EMP-0128,Financial_Ledger,View,45395,Michael Salas,Finance,Payroll Manager,9,17,Elevated,17,None
2024-07-06 17:22:00,EMP-0118,Routing_Portal,Query,37543,Nathan Kent,Warehouse,Inventory Specialist,8,20,Standard,17,None
2024-07-06 17:32:00,EMP-0051,Routing_Portal,Query,56503,Amy Jenkins,IT,System Admin,9,17,Elevated,17,None
2024-07-06 17:37:00,EMP-0104,Inventory_DB,View,77780,Katrina Rubio,Warehouse,Inventory Specialist,8,20,Standard,17,None
2024-07-06 17:47:00,EMP-0095,Customer_CRM,Query,71467,Joseph Marquez,Finance,Financial Analyst,9,17,Elevated,17,None
2024-07-06 18:02:00,EMP-0114,Routing_Portal,Query,35182,Ricky Jackson,Warehouse,Forklift Operator,8,20,Standard,18,None
2024-07-06 18:32:00,EMP-0058,Routing_Portal,Query,39381,David Robinson,Warehouse,Forklift Operator,8,20,Standard,18,None
2024-07-06 18:34:00,EMP-0010,Inventory_DB,View,95047,Sonya Foster,Warehouse,Forklift Operator,8,20,Standard,18,None
2024-07-06 19:16:00,EMP-0125,Inventory_DB,View,46076,Jeffrey Clay,Warehouse,Forklift Operator,8,20,Standard,19,None
2024-07-06 19:52:00,EMP-0146,Financial_Ledger,View,51553,Dominique Logan,Warehouse,Forklift Operator,8,20,Standard,19,None
2024-07-06 20:33:00,EMP-0112,Inventory_DB,Query,52222,Charles Porter,Warehouse,Inventory Specialist,8,20,Standard,20,None
2024-07-06 20:44:00,EMP-0039,Routing_Portal,Query,70492,Anthony Robinson,Warehouse,Inventory Specialist,8,20,Standard,20,None
2024-07-06 22:06:00,EMP-0063,Financial_Ledger,View,47767,Michelle Sellers,Finance,Payroll Manager,9,17,Elevated,22,None
2024-07-07 04:11:00,EMP-0029,Routing_Portal,View,39684,Anthony Ramirez,Ground Operations,Dispatcher,6,18,Standard,4,None
2024-07-07 06:52:00,EMP-0093,Routing_Portal,View,50261,Kelli Freeman,Ground Operations,Driver,6,18,Standard,6,None
2024-07-07 07:36:00,EMP-0084,Financial_Ledger,View,48809,Veronica Horn,IT,Helpdesk,9,17,Elevated,7,None
2024-07-07 08:43:00,EMP-0114,Inventory_DB,View,31547,Ricky Jackson,Warehouse,Forklift Operator,8,20,Standard,8,None
2024-07-07 08:52:00,EMP-0001,Inventory_DB,Download,23853532,Chloe Sanford,Warehouse,Forklift Operator,8,20,Standard,8,None
2024-07-07 09:01:00,EMP-0124,Customer_CRM,Query,28485,Michelle Smith,Finance,Financial Analyst,9,17,Elevated,9,None
2024-07-07 09:03:00,EMP-0140,Inventory_DB,View,53782,Michael Williams,Warehouse,Forklift Operator,8,20,Standard,9,None
2024-07-07 09:11:00,EMP-0127,Inventory_DB,View,85124,Christine Garcia,IT,System Admin,9,17,Elevated,9,None
2024-07-07 09:22:00,EMP-0100,Inventory_DB,View,32077,Anne Weaver,Ground Operations,Dispatcher,6,18,Standard,9,None
2024-07-07 09:34:00,EMP-0105,Inventory_DB,Query,50075,Pamela Buck,Ground Operations,Dispatcher,6,18,Standard,9,None
2024-07-07 09:38:00,EMP-0131,Financial_Ledger,View,73654,Lisa Mendez,Finance,Financial Analyst,9,17,Elevated,9,None
2024-07-07 09:48:00,EMP-0124,Financial_Ledger,Query,56678,Michelle Smith,Finance,Financial Analyst,9,17,Elevated,9,None
2024-07-07 10:00:00,EMP-0005,Inventory_DB,View,15841,Corey Davis,Warehouse,Forklift Operator,8,20,Standard,10,None
2024-07-07 10:13:00,EMP-0129,Inventory_DB,View,63051,Alexandra Thompson,IT,Helpdesk,9,17,Elevated,10,None
2024-07-07 10:26:00,EMP-0098,Inventory_DB,View,94611,Dana Taylor,Warehouse,Inventory Specialist,8,20,Standard,10,None
2024-07-07 10:33:00,EMP-0028,Inventory_DB,View,52972,Joshua Norris,Warehouse,Forklift Operator,8,20,Standard,10,None
2024-07-07 10:39:00,EMP-0062,Financial_Ledger,View,70190,Andrew Lopez,Finance,Payroll Manager,9,17,Elevated,10,None
2024-07-07 10:51:00,EMP-0002,Customer_CRM,View,9905,Julie Alvarado,IT,System Admin,9,17,Elevated,10,None
2024-07-07 11:06:00,EMP-0112,Routing_Portal,View,77418,Charles Porter,Warehouse,Inventory Specialist,8,20,Standard,11,None
2024-07-07 11:21:00,EMP-0038,Inventory_DB,View,7057,Michael Shannon,IT,System Admin,9,17,Elevated,11,None
2024-07-07 11:24:00,EMP-0043,HR_Portal,Query,42129,Matthew Pierce,IT,System Admin,9,17,Elevated,11,None
2024-07-07 11:37:00,EMP-0024,Customer_CRM,Query,34774,Brenda White,Ground Operations,Driver,6,18,Standard,11,None
2024-07-07 11:49:00,EMP-0122,Inventory_DB,View,42831,Elizabeth Mitchell,Warehouse,Forklift Operator,8,20,Standard,11,None
2024-07-07 12:04:00,EMP-0089,Routing_Portal,Query,37231,Dr. Sydney Lopez,Ground Operations,Hub Manager,6,18,Standard,12,None
2024-07-07 12:08:00,EMP-0140,Customer_CRM,View,53062,Michael Williams,Warehouse,Forklift Operator,8,20,Standard,12,None
2024-07-07 12:20:00,EMP-0122,Inventory_DB,View,58512,Elizabeth Mitchell,Warehouse,Forklift Operator,8,20,Standard,12,None
2024-07-07 12:35:00,EMP-0045,Financial_Ledger,Query,78532,Morgan Allen,Finance,Payroll Manager,9,17,Elevated,12,None
2024-07-07 12:43:00,EMP-0072,Inventory_DB,View,58437,Nathaniel Price,Warehouse,Forklift Operator,8,20,Standard,12,None
2024-07-07 12:58:00,EMP-0039,HR_Portal,View,36663,Anthony Robinson,Warehouse,Inventory Specialist,8,20,Standard,12,None
2024-07-07 13:08:00,EMP-0140,Inventory_DB,View,60816,Michael Williams,Warehouse,Forklift Operator,8,20,Standard,13,None
2024-07-07 13:14:00,EMP-0094,Routing_Portal,View,44742,Jennifer Trevino,Ground Operations,Dispatcher,6,18,Standard,13,None
2024-07-07 13:27:00,EMP-0006,Customer_CRM,Download,7248818,Holly Ruiz,IT,System Admin,9,17,Elevated,13,None
2024-07-07 13:29:00,EMP-0046,Routing_Portal,View,52254,Jesse Phillips,Ground Operations,Dispatcher,6,18,Standard,13,None
2024-07-07 13:40:00,EMP-0135,Routing_Portal,View,83318,Christina Melton,Ground Operations,Driver,6,18,Standard,13,None
2024-07-07 13:48:00,EMP-0137,Inventory_DB,View,61891,Robert Thompson,Ground Operations,Driver,6,18,Standard,13,None
2024-07-07 13:55:00,EMP-0108,Inventory_DB,View,57925,Kristina Mitchell,Warehouse,Inventory Specialist,8,20,Standard,13,None
2024-07-07 14:12:00,EMP-0085,Financial_Ledger,View,25616,Michael Davis,Finance,Financial Analyst,9,17,Elevated,14,None
2024-07-07 14:19:00,EMP-0071,Financial_Ledger,Download,16792617,Victoria Phillips,Finance,Financial Analyst,9,17,Elevated,14,None
2024-07-07 14:25:00,EMP-0124,Financial_Ledger,View,29320,Michelle Smith,Finance,Financial Analyst,9,17,Elevated,14,None
2024-07-07 14:37:00,EMP-0019,Inventory_DB,Query,38407,Sergio Vazquez,Warehouse,Forklift Operator,8,20,Standard,14,None
2024-07-07 14:48:00,EMP-0022,Financial_Ledger,Query,46044,Sara Wilson,IT,System Admin,9,17,Elevated,14,None
2024-07-07 15:02:00,EMP-0051,Customer_CRM,Query,52453,Amy Jenkins,IT,System Admin,9,17,Elevated,15,None
2024-07-07 15:09:00,EMP-0001,Inventory_DB,Query,43684,Chloe Sanford,Warehouse,Forklift Operator,8,20,Standard,15,None
2024-07-07 15:14:00,EMP-0106,Inventory_DB,Query,57399,Patrick Silva,IT,System Admin,9,17,Elevated,15,None
2024-07-07 15:23:00,EMP-0063,Financial_Ledger,Query,113859,Michelle Sellers,Finance,Payroll Manager,9,17,Elevated,15,None
2024-07-07 15:25:00,EMP-0125,Routing_Portal,Query,39862,Jeffrey Clay,Warehouse,Forklift Operator,8,20,Standard,15,None
2024-07-07 15:32:00,EMP-0097,Routing_Portal,Query,19866,Lisa Taylor,Warehouse,Inventory Specialist,8,20,Standard,15,None
2024-07-07 15:34:00,EMP-0087,Routing_Portal,View,37511,Travis Williams,Ground Operations,Hub Manager,6,18,Standard,15,None
2024-07-07 15:36:00,EMP-0130,Routing_Portal,View,15422,Kyle Sullivan,Ground Operations,Driver,6,18,Standard,15,None
2024-07-07 15:44:00,EMP-0025,Customer_CRM,View,67049,Nancy Stafford,Finance,Financial Analyst,9,17,Elevated,15,None
2024-07-07 15:58:00,EMP-0013,Routing_Portal,Query,43854,Haley Johnson,Warehouse,Inventory Specialist,8,20,Standard,15,None
2024-07-07 16:09:00,EMP-0050,Customer_CRM,Query,57950,Julie Terrell,IT,System Admin,9,17,Elevated,16,None
2024-07-07 16:14:00,EMP-0044,Routing_Portal,Download,14894119,Joshua Flores,Ground Operations,Hub Manager,6,18,Standard,16,None
2024-07-07 16:24:00,EMP-0036,Financial_Ledger,View,51799,Matthew Tran,Finance,Payroll Manager,9,17,Elevated,16,None
2024-07-07 16:34:00,EMP-0073,Financial_Ledger,View,36913,Brittany Castaneda,Finance,Payroll Manager,9,17,Elevated,16,None
2024-07-07 16:47:00,EMP-0103,Financial_Ledger,Query,40169,Sharon Farrell,Warehouse,Forklift Operator,8,20,Standard,16,None
2024-07-07 16:58:00,EMP-0089,Customer_CRM,View,32450,Dr. Sydney Lopez,Ground Operations,Hub Manager,6,18,Standard,16,None
2024-07-07 17:12:00,EMP-0146,Inventory_DB,Query,46169,Dominique Logan,Warehouse,Forklift Operator,8,20,Standard,17,None
2024-07-07 17:21:00,EMP-0025,Financial_Ledger,View,17609,Nancy Stafford,Finance,Financial Analyst,9,17,Elevated,17,None
2024-07-07 17:23:00,EMP-0061,Routing_Portal,View,56583,Mary Mccullough,Ground Operations,Dispatcher,6,18,Standard,17,None
2024-07-07 17:32:00,EMP-0003,Routing_Portal,View,50359,Daniel Roberts,Warehouse,Inventory Specialist,8,20,Standard,17,None
2024-07-07 17:46:00,EMP-0043,Financial_Ledger,View,62338,Matthew Pierce,IT,System Admin,9,17,Elevated,17,None
2024-07-07 17:57:00,EMP-0051,Financial_Ledger,View,71703,Amy Jenkins,IT,System Admin,9,17,Elevated,17,None
2024-07-07 18:09:00,EMP-0104,Inventory_DB,View,55982,Katrina Rubio,Warehouse,Inventory Specialist,8,20,Standard,18,None
2024-07-07 18:16:00,EMP-0027,Routing_Portal,View,50978,Stacey Morgan,Ground Operations,Driver,6,18,Standard,18,None
2024-07-07 18:23:00,EMP-0054,Customer_CRM,View,88991,Michael Adams,Warehouse,Inventory Specialist,8,20,Standard,18,None
2024-07-07 18:39:00,EMP-0066,Inventory_DB,View,50688,Laura Castillo,Warehouse,Inventory Specialist,8,20,Standard,18,None
2024-07-07 20:10:00,EMP-0117,HR_Portal,Query,48075,David Tanner,Warehouse,Forklift Operator,8,20,Standard,20,None
2024-07-07 20:39:00,EMP-0078,Routing_Portal,Query,78626,Stacey Todd,Warehouse,Inventory Specialist,8,20,Standard,20,None
2024-07-07 20:47:00,EMP-0098,Inventory_DB,View,45469,Dana Taylor,Warehouse,Inventory Specialist,8,20,Standard,20,None
2024-07-07 21:48:00,EMP-0040,HR_Portal,View,61778,Charles Martinez,IT,System Admin,9,17,Elevated,21,None
2024-07-08 06:01:00,EMP-0053,Inventory_DB,View,47802,Paul Mathews,Ground Operations,Driver,6,18,Standard,6,None
2024-07-08 07:34:00,EMP-0123,HR_Portal,View,43577,Vanessa Moore,Ground Operations,Dispatcher,6,18,Standard,7,None
2024-07-08 07:37:00,EMP-0130,Routing_Portal,View,43371,Kyle Sullivan,Ground Operations,Driver,6,18,Standard,7,None
2024-07-08 07:46:00,EMP-0067,Inventory_DB,View,81338,Brian Williams,Ground Operations,Dispatcher,6,18,Standard,7,None
2024-07-08 08:06:00,EMP-0067,Inventory_DB,View,89201,Brian Williams,Ground Operations,Dispatcher,6,18,Standard,8,None
2024-07-08 08:08:00,EMP-0148,Routing_Portal,Query,23894,Alyssa White,Ground Operations,Hub Manager,6,18,Standard,8,None
2024-07-08 08:15:00,EMP-0056,Inventory_DB,View,21288,Gina Blair,IT,Helpdesk,9,17,Elevated,8,None
2024-07-08 08:17:00,EMP-0033,Routing_Portal,Download,22947245,Stacy Smith,Warehouse,Inventory Specialist,8,20,Standard,8,None
2024-07-08 08:25:00,EMP-0046,HR_Portal,Query,28932,Jesse Phillips,Ground Operations,Dispatcher,6,18,Standard,8,None
2024-07-08 08:35:00,EMP-0016,Inventory_DB,View,73354,Chris Cohen,Ground Operations,Hub Manager,6,18,Standard,8,None
2024-07-08 08:39:00,EMP-0028,Customer_CRM,Download,10565249,Joshua Norris,Warehouse,Forklift Operator,8,20,Standard,8,None
2024-07-08 08:45:00,EMP-0104,HR_Portal,Download,8057221,Katrina Rubio,Warehouse,Inventory Specialist,8,20,Standard,8,None
2024-07-08 09:03:00,EMP-0117,Routing_Portal,Query,49745,David Tanner,Warehouse,Forklift Operator,8,20,Standard,9,None
2024-07-08 09:11:00,EMP-0082,Inventory_DB,View,56389,Maria Fleming,Ground Operations,Driver,6,18,Standard,9,None
2024-07-08 09:23:00,EMP-0130,Routing_Portal,Query,55302,Kyle Sullivan,Ground Operations,Driver,6,18,Standard,9,None
2024-07-08 09:36:00,EMP-0096,Routing_Portal,Query,64714,Michael Mitchell,Ground Operations,Dispatcher,6,18,Standard,9,None
2024-07-08 09:50:00,EMP-0075,Inventory_DB,Query,66634,Andrew Torres,Warehouse,Forklift Operator,8,20,Standard,9,None
2024-07-08 09:57:00,EMP-0006,Inventory_DB,Query,54092,Holly Ruiz,IT,System Admin,9,17,Elevated,9,None
2024-07-08 10:07:00,EMP-0082,Routing_Portal,View,41604,Maria Fleming,Ground Operations,Driver,6,18,Standard,10,None
2024-07-08 10:14:00,EMP-0023,Inventory_DB,View,63925,Patricia Lamb,Ground Operations,Driver,6,18,Standard,10,None
2024-07-08 10:17:00,EMP-0120,Inventory_DB,View,51072,Lauren Bell,Warehouse,Forklift Operator,8,20,Standard,10,None
2024-07-08 10:21:00,EMP-0038,Customer_CRM,Download,15660486,Michael Shannon,IT,System Admin,9,17,Elevated,10,None
2024-07-08 10:28:00,EMP-0016,Routing_Portal,View,30582,Chris Cohen,Ground Operations,Hub Manager,6,18,Standard,10,None
2024-07-08 10:44:00,EMP-0046,Routing_Portal,Export,8664013,Jesse Phillips,Ground Operations,Dispatcher,6,18,Standard,10,None
2024-07-08 10:56:00,EMP-0031,Financial_Ledger,Export,19849601,Dan Rodriguez,IT,System Admin,9,17,Elevated,10,None
2024-07-08 11:00:00,EMP-0120,Inventory_DB,Download,6858225,Lauren Bell,Warehouse,Forklift Operator,8,20,Standard,11,None
2024-07-08 11:06:00,EMP-0084,Financial_Ledger,View,62708,Veronica Horn,IT,Helpdesk,9,17,Elevated,11,None
2024-07-08 11:15:00,EMP-0020,Routing_Portal,Query,55636,Abigail Miller,Ground Operations,Driver,6,18,Standard,11,None
2024-07-08 11:30:00,EMP-0005,Inventory_DB,View,36056,Corey Davis,Warehouse,Forklift Operator,8,20,Standard,11,None
2024-07-08 11:34:00,EMP-0113,Financial_Ledger,View,42415,Charles Moore,IT,Helpdesk,9,17,Elevated,11,None
2024-07-08 11:44:00,EMP-0121,Customer_CRM,Query,9247,Melissa Flores,IT,Helpdesk,9,17,Elevated,11,None
2024-07-08 11:56:00,EMP-0023,Inventory_DB,Query,54148,Patricia Lamb,Ground Operations,Driver,6,18,Standard,11,None
2024-07-08 12:07:00,EMP-0137,Routing_Portal,View,40860,Robert Thompson,Ground Operations,Driver,6,18,Standard,12,None
2024-07-08 12:13:00,EMP-0068,Financial_Ledger,View,84903,Michelle Holder,Finance,Financial Analyst,9,17,Elevated,12,None
2024-07-08 12:21:00,EMP-0017,Financial_Ledger,View,39087,Heidi Delgado,Finance,Payroll Manager,9,17,Elevated,12,None
2024-07-08 12:25:00,EMP-0115,Routing_Portal,View,23002,Angela King,Ground Operations,Dispatcher,6,18,Standard,12,None
2024-07-08 12:38:00,EMP-0132,Inventory_DB,View,26823,Christine Jacobson,Warehouse,Inventory Specialist,8,20,Standard,12,None
2024-07-08 12:40:00,EMP-0077,Financial_Ledger,View,19329,Christopher Gonzales,Finance,Financial Analyst,9,17,Elevated,12,None
2024-07-08 12:47:00,EMP-0063,Financial_Ledger,View,33267,Michelle Sellers,Finance,Payroll Manager,9,17,Elevated,12,None
2024-07-08 12:58:00,EMP-0034,Routing_Portal,View,52701,Shannon Ellis,Ground Operations,Dispatcher,6,18,Standard,12,None
2024-07-08 13:11:00,EMP-0092,Inventory_DB,View,26928,Dominique Sanders,IT,Helpdesk,9,17,Elevated,13,None
2024-07-08 13:23:00,EMP-0123,Routing_Portal,Query,26913,Vanessa Moore,Ground Operations,Dispatcher,6,18,Standard,13,None
2024-07-08 13:27:00,EMP-0118,Routing_Portal,Download,15833393,Nathan Kent,Warehouse,Inventory Specialist,8,20,Standard,13,None
2024-07-08 13:30:00,EMP-0023,HR_Portal,Query,49325,Patricia Lamb,Ground Operations,Driver,6,18,Standard,13,None
2024-07-08 13:42:00,EMP-0142,Financial_Ledger,View,46713,Kenneth Ponce,Finance,Financial Analyst,9,17,Elevated,13,None
2024-07-08 13:54:00,EMP-0095,Financial_Ledger,View,55217,Joseph Marquez,Finance,Financial Analyst,9,17,Elevated,13,None
2024-07-08 14:01:00,EMP-0108,Routing_Portal,Query,40078,Kristina Mitchell,Warehouse,Inventory Specialist,8,20,Standard,14,None
2024-07-08 14:13:00,EMP-0008,Inventory_DB,View,42847,Jeffrey Torres,Warehouse,Inventory Specialist,8,20,Standard,14,None
2024-07-08 14:22:00,EMP-0086,Routing_Portal,View,13518,Jacqueline Dickerson,IT,System Admin,9,17,Elevated,14,None
2024-07-08 14:36:00,EMP-0088,Financial_Ledger,Download,15135131,Aaron Martinez,Finance,Financial Analyst,9,17,Elevated,14,None
2024-07-08 14:46:00,EMP-0129,Customer_CRM,Query,59597,Alexandra Thompson,IT,Helpdesk,9,17,Elevated,14,None
2024-07-08 14:59:00,EMP-0101,Customer_CRM,View,85927,Jordan Olsen,Warehouse,Inventory Specialist,8,20,Standard,14,None
2024-07-08 15:11:00,EMP-0105,Inventory_DB,Query,3780,Pamela Buck,Ground Operations,Dispatcher,6,18,Standard,15,None
2024-07-08 15:20:00,EMP-0038,Financial_Ledger,View,88818,Michael Shannon,IT,System Admin,9,17,Elevated,15,None
2024-07-08 15:22:00,EMP-0073,Financial_Ledger,View,25631,Brittany Castaneda,Finance,Payroll Manager,9,17,Elevated,15,None
2024-07-08 15:32:00,EMP-0027,Routing_Portal,View,24174,Stacey Morgan,Ground Operations,Driver,6,18,Standard,15,None
2024-07-08 15:43:00,EMP-0039,Routing_Portal,Query,63039,Anthony Robinson,Warehouse,Inventory Specialist,8,20,Standard,15,None
2024-07-08 15:47:00,EMP-0068,Customer_CRM,Query,57402,Michelle Holder,Finance,Financial Analyst,9,17,Elevated,15,None
2024-07-08 16:02:00,EMP-0099,HR_Portal,View,5684,Austin Garcia,IT,System Admin,9,17,Elevated,16,None
2024-07-08 16:04:00,EMP-0138,Inventory_DB,Query,71613,Peter Reid II,Warehouse,Forklift Operator,8,20,Standard,16,None
2024-07-08 16:06:00,EMP-0077,Financial_Ledger,View,55850,Christopher Gonzales,Finance,Financial Analyst,9,17,Elevated,16,None
2024-07-08 16:16:00,EMP-0052,Financial_Ledger,Download,1904352,Donald Jensen,Finance,Financial Analyst,9,17,Elevated,16,None
2024-07-08 16:29:00,EMP-0071,Financial_Ledger,Download,17958674,Victoria Phillips,Finance,Financial Analyst,9,17,Elevated,16,None
2024-07-08 16:44:00,EMP-0099,Routing_Portal,View,26334,Austin Garcia,IT,System Admin,9,17,Elevated,16,None
2024-07-08 16:51:00,EMP-0030,Customer_CRM,View,77424,Ann Pineda,IT,Helpdesk,9,17,Elevated,16,None
2024-07-08 17:04:00,EMP-0136,Inventory_DB,View,77987,Melissa Webb,Ground Operations,Dispatcher,6,18,Standard,17,None
2024-07-08 17:16:00,EMP-0017,Financial_Ledger,View,56123,Heidi Delgado,Finance,Payroll Manager,9,17,Elevated,17,None
2024-07-08 17:27:00,EMP-0048,Routing_Portal,View,31263,Jessica Estrada,Ground Operations,Driver,6,18,Standard,17,None
2024-07-08 17:34:00,EMP-0011,Financial_Ledger,View,37342,Jay Sullivan,Finance,Financial Analyst,9,17,Elevated,17,None
2024-07-08 17:48:00,EMP-0128,Financial_Ledger,View,32865,Michael Salas,Finance,Payroll Manager,9,17,Elevated,17,None
2024-07-08 17:54:00,EMP-0076,Inventory_DB,View,50404,Julie Gonzalez,Warehouse,Forklift Operator,8,20,Standard,17,None
2024-07-08 17:58:00,EMP-0060,Customer_CRM,View,65721,Christopher Blair,Finance,Payroll Manager,9,17,Elevated,17,None
2024-07-08 18:03:00,EMP-0130,Inventory_DB,View,40848,Kyle Sullivan,Ground Operations,Driver,6,18,Standard,18,None
2024-07-08 18:19:00,EMP-0048,Routing_Portal,Download,10255822,Jessica Estrada,Ground Operations,Driver,6,18,Standard,18,None
2024-07-08 18:23:00,EMP-0101,Routing_Portal,Query,32769,Jordan Olsen,Warehouse,Inventory Specialist,8,20,Standard,18,None
2024-07-08 18:27:00,EMP-0115,Routing_Portal,View,38334,Angela King,Ground Operations,Dispatcher,6,18,Standard,18,None
2024-07-08 18:30:00,EMP-0091,Inventory_DB,Query,33506,Wesley Chandler,Ground Operations,Dispatcher,6,18,Standard,18,None
2024-07-08 18:43:00,EMP-0101,Inventory_DB,View,55151,Jordan Olsen,Warehouse,Inventory Specialist,8,20,Standard,18,None
2024-07-08 18:55:00,EMP-0148,Inventory_DB,Query,50199,Alyssa White,Ground Operations,Hub Manager,6,18,Standard,18,None
2024-07-08 19:04:00,EMP-0008,Inventory_DB,View,31086,Jeffrey Torres,Warehouse,Inventory Specialist,8,20,Standard,19,None
2024-07-08 19:29:00,EMP-0066,HR_Portal,View,40239,Laura Castillo,Warehouse,Inventory Specialist,8,20,Standard,19,None
2024-07-08 19:49:00,EMP-0095,Financial_Ledger,View,84127,Joseph Marquez,Finance,Financial Analyst,9,17,Elevated,19,None
2024-07-08 20:32:00,EMP-0049,Routing_Portal,View,30863,Michael Tapia,Warehouse,Forklift Operator,8,20,Standard,20,None
2024-07-08 21:44:00,EMP-0126,Customer_CRM,Query,65306,Danielle Griffin,Finance,Financial Analyst,9,17,Elevated,21,None
2024-07-08 23:30:00,EMP-0082,Inventory_DB,View,45887,Maria Fleming,Ground Operations,Driver,6,18,Standard,23,None
2024-07-08 23:46:00,EMP-0118,Routing_Portal,View,26582,Nathan Kent,Warehouse,Inventory Specialist,8,20,Standard,23,None
2024-07-09 01:16:00,EMP-0101,Routing_Portal,Query,44373,Jordan Olsen,Warehouse,Inventory Specialist,8,20,Standard,1,None
2024-07-09 03:16:00,EMP-0147,Routing_Portal,View,52579,Stacey Thomas,Ground Operations,Dispatcher,6,18,Standard,3,None
2024-07-09 05:39:00,EMP-0054,Routing_Portal,View,20749,Michael Adams,Warehouse,Inventory Specialist,8,20,Standard,5,None
2024-07-09 06:02:00,EMP-0039,Routing_Portal,View,42609,Anthony Robinson,Warehouse,Inventory Specialist,8,20,Standard,6,None
2024-07-09 06:29:00,EMP-0123,Inventory_DB,View,7278,Vanessa Moore,Ground Operations,Dispatcher,6,18,Standard,6,None
2024-07-09 06:50:00,EMP-0029,Inventory_DB,Query,53077,Anthony Ramirez,Ground Operations,Dispatcher,6,18,Standard,6,None
2024-07-09 07:08:00,EMP-0109,Routing_Portal,Download,10994646,Sherry Whitney,Ground Operations,Driver,6,18,Standard,7,None
2024-07-09 07:15:00,EMP-0086,Inventory_DB,View,27109,Jacqueline Dickerson,IT,System Admin,9,17,Elevated,7,None
2024-07-09 08:22:00,EMP-0016,Inventory_DB,Export,9168291,Chris Cohen,Ground Operations,Hub Manager,6,18,Standard,8,None
2024-07-09 08:28:00,EMP-0072,Inventory_DB,View,58905,Nathaniel Price,Warehouse,Forklift Operator,8,20,Standard,8,None
2024-07-09 08:39:00,EMP-0010,Inventory_DB,Query,40208,Sonya Foster,Warehouse,Forklift Operator,8,20,Standard,8,None
2024-07-09 09:07:00,EMP-0122,HR_Portal,View,65731,Elizabeth Mitchell,Warehouse,Forklift Operator,8,20,Standard,9,None
2024-07-09 09:11:00,EMP-0059,HR_Portal,View,16272,Anne Hall,IT,System Admin,9,17,Elevated,9,None
2024-07-09 09:19:00,EMP-0076,Routing_Portal,View,59888,Julie Gonzalez,Warehouse,Forklift Operator,8,20,Standard,9,None
2024-07-09 09:21:00,EMP-0013,Inventory_DB,View,22354,Haley Johnson,Warehouse,Inventory Specialist,8,20,Standard,9,None
2024-07-09 09:31:00,EMP-0056,HR_Portal,View,48393,Gina Blair,IT,Helpdesk,9,17,Elevated,9,None
2024-07-09 09:36:00,EMP-0066,Routing_Portal,View,57391,Laura Castillo,Warehouse,Inventory Specialist,8,20,Standard,9,None
2024-07-09 09:41:00,EMP-0020,Inventory_DB,View,75285,Abigail Miller,Ground Operations,Driver,6,18,Standard,9,None
2024-07-09 10:02:00,EMP-0137,Inventory_DB,View,43499,Robert Thompson,Ground Operations,Driver,6,18,Standard,10,None
2024-07-09 10:08:00,EMP-0033,Routing_Portal,View,76787,Stacy Smith,Warehouse,Inventory Specialist,8,20,Standard,10,None
